q_id,question,crop,question_type,llm,answer,time_s,tokens,rouge1,rouge2,rougeL,bleu1,bleu2,bleu4,meteor,relevance,completeness,practicality,heuristic_avg,combined_score
37,What diseases affect tomato plants?,tomato,factual,Cerebras — GPT-OSS 120B,"**Tomato diseases mentioned in the provided material**

| Disease (Pathogen) | Type | Typical Symptoms / Notes |
|--------------------|------|--------------------------|
| **Damping‑off** (fungal) | Pre‑emergence & post‑emergence | Seedlings die before reaching soil surface; young radicle and plumule rot. |
| **Early blight** (likely *Alternaria* spp.) | Foliage disease | Appears on leaves at any growth stage; causes leaf lesions that expand and coalesce. |
| **Tomato mosaic disease** (Tomato Mosaic Virus) | Viral | Mosaic‑type mottling on leaves, reduced vigor and yield. |
| **Bacterial fruit and leaf spots** (*Xanthomonas campestris* pv. *vesicatoria*) | Bacterial | Water‑soaked spots on leaves and fruits that become necrotic; can spread by rain splash. |
| **Tomato spotted wilt disease** (",0.82,400,0.3676,0.0765,0.1622,0.1582,0.057,0.0105,0.1927,1.0,1.0,0.25,0.75,0.4666
37,What diseases affect tomato plants?,tomato,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, the following diseases affect tomato plants:

1.  **Tomato Mosaic Disease**
    *   **Disease/Pest:** Tomato Mosaic Virus
    *   **Treatment:** Not specified in the context.
    *   **Timing:** Not specified in the context.
    *   **Quantities:** Not specified in the context.

2.  **Bacterial Fruits and Leaf Spots**
    *   **Disease/Pest:** *Xanthomonas campestris pv. vesicatoria*
    *   **Treatment:** Not specified in the context.
    *   **Timing:** Not specified in the context.
    *   **Quantities:** Not specified in the context.

3.  **Tomato Spotted Wilt Disease**
    *   **Disease/Pest:** Peanut bud Necrosis Virus (PbNV) TSWV group
    *   **Treatment:** Not specified in the context.
    *   **Timing:** Not specified in the context.
    *   **Quantities:** Not specified in the context.

4.  **Early Blight**
    *   **Disease/Pest:** Not specified in the context.
    *   **Treatment:** Not specified in the context.
    *   **Timing:** Not specified in the context.
    *   **Quantities:** Not specified in the context.

5.  **Damping Off**
    *   **Disease/Pest:** Not specified in the context.
    *   **Treatment:** Not specified in the context.
    *   **Timing:** Not specified in the context.
    *   **Quantities:** Not specified in the context.

6.  **Physiological and Nutritional Disorders**
    *   **Disease/Pest:** Not specified in the context.
    *   **Treatment:** Not specified in the context.
    *   **Timing:**",2.95,400,0.1597,0.046,0.1293,0.0716,0.0315,0.006,0.1358,1.0,1.0,0.25,0.75,0.4289
38,How to control leaf curl virus in chilli?,chilli,howto,Groq — LLaMA 3.1 8B,"To control leaf curl virus in chilli, follow these steps:

**Crop Name:** Chilli
**Quantity:** Not specified, but follow the recommended rates for the products mentioned below.
**Timing:** As soon as symptoms appear, ideally during the seedling stage or early growth stage.
**Steps:**

1. **Remove affected plants:** Early removal of affected plants will control the spread of the disease. This should be done as soon as symptoms appear.
2. **Use healthy pathogen-free chilli seed:** Ensure that the seed used for planting is free from the virus.
3. **Cultural control:** Production of pathogen-free planting materials is the key control measure used to manage the disease. Keep transplants clean by removing any affected plants or debris.
4. **Chemical control:** Not specifically mentioned for leaf curl virus, but for other diseases, captan 75% WP @ 800 g in 400 l of water/acre can be used. However, I would recommend consulting a local expert or the relevant authorities for the specific chemical control measures for leaf curl virus in chilli.
5. **Biological control:** Although not mentioned in the provided context, introducing natural predators or parasites of the virus vector (e.g., whiteflies, aphids) could be a potential control measure. However, this would require further research and consultation with experts.

**Additional advice:** Monitor your chilli crop regularly for any signs of leaf curl virus, and take prompt action to prevent the spread of the disease.",1.0,306,0.2896,0.1085,0.1549,0.1645,0.1032,0.0461,0.3352,1.0,1.0,0.5,0.8333,0.5199
38,How to control leaf curl virus in chilli?,chilli,howto,Cohere — Command-R,"To control the leaf curl virus in chilli, farmers can implement the following measures:

- Chemical Control: Spray captan 75% WP at a rate of 800 grams per 400 liters of water per acre. This will help manage the disease and reduce its impact on the crop.

- Cultural Control:
   - Use healthy, pathogen-free chilli seeds for planting. This ensures that the crop is not infected from the beginning.
   - Regularly inspect and remove any affected plants at an early stage. Prompt removal prevents the spread of the virus to healthy plants.
   - Maintain clean and healthy transplants by following good agricultural practices.

- Integrated Pest Management (IPM):
   - Introduce natural predators or beneficial insects that feed on the chilli mite (Polyphagotarsonemus latus) and aphids. These predators can help control the population of these pests, reducing the incidence of leaf curl virus.
   - Monitor the crop regularly for any signs of infestation or disease symptoms. Early detection allows for timely intervention.

- Crop Rotation: Consider rotating chilli crops with non-host plants to disrupt the life cycle of the virus and reduce its prevalence in the soil.

- Sanitation: Practice good sanitation measures by removing and destroying infected plant debris to prevent the survival and spread of the virus.

- Timing: Follow the recommended timing for spraying captan or any other chemical control measures as per the instructions provided. Ensure that the application is done at the right growth stage of the chilli plants.

By implementing these practical steps, farmers can effectively manage the leaf curl virus in chilli, minimize yield losses, and maintain healthy crop production.",7.59,343.0,0.2601,0.1308,0.1548,0.1733,0.1155,0.0584,0.3561,1.0,1.0,0.75,0.9167,0.562
38,How to control leaf curl virus in chilli?,chilli,howto,Cerebras — GPT-OSS 120B,"**Control of leaf‑curl virus in chilli (as described in the supplied material)**  

| Step | What to do | Practical details (quantities, timing) |
|------|------------",1.4,400,0.2529,0.1647,0.2529,0.1208,0.0737,0.023,0.1083,1.0,0.3,0.25,0.5167,0.338
38,How to control leaf curl virus in chilli?,chilli,howto,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.57,13,0.0533,0.0,0.0267,0.0004,0.0001,0.0,0.0216,0.5,0.3,0.25,0.35,0.1877
39,What are the symptoms of powdery mildew in chilli?,chilli,diagnostic,Groq — LLaMA 3.1 8B,"I don't have enough information on this topic. The provided context does not mention powdery mildew in chilli. However, based on general knowledge, powdery mildew in chilli typically presents with white, powdery fungal growth on the leaves, often starting on the lower leaves and spreading upwards. 

If you would like, I can provide general advice on how to prevent or manage powdery mildew in chilli, but it would not be based on the specific context provided.",1.05,103,0.2752,0.0561,0.2018,0.2184,0.1008,0.0411,0.3026,1.0,0.7,0.25,0.65,0.4276
39,What are the symptoms of powdery mildew in chilli?,chilli,diagnostic,Cohere — Command-R,"The symptoms of powdery mildew in chilli plants include the following:

- Leaf spots and blight: Powdery mildew causes characteristic leaf spots, which start as small, black lesions on older foliage. These spots can enlarge and become visible, often reaching a diameter of one-fourth of an inch or more.

- Concentric rings: As the disease progresses, the leaf spots may develop concentric rings, creating a distinctive pattern.

- Leaf curling and distortion: Infestation by powdery mildew can result in the downward curling of leaves. The affected leaves may become inverted and boat-shaped, with elongated petioles.

- Reduction in leaf size: Infected chilli plants may exhibit reduced leaf size and narrowing of the leaf lamina.

- Chlorosis and mosaic symptoms: Powdery mildew can lead to chlorosis, causing the leaves to turn yellow or develop a mosaic-like appearance.

- Fruit distortion: In severe cases, the disease can affect the fruit, causing them to be small and distorted.

To manage powdery mildew, farmers can implement the following practical steps:

1. Regular monitoring: Inspect chilli plants frequently for early signs of powdery mildew. Catching the disease in its initial stages can help prevent its spread.

2. Sanitation: Remove and destroy severely infected plant parts to reduce the source of inoculum. Proper sanitation practices, such as removing volunteer plants and infected plant debris, can help minimize the disease's survival and spread.

3. Cultural practices: Maintain good air circulation around the plants by proper spacing and pruning. Avoid excessive nitrogen fertilization, as it can promote susceptible growth.

4. Fungicidal treatments: Apply fungicides specifically labeled for powdery mildew control on chillies. Follow the recommended timing and dosage instructions provided by the manufacturer.

5. Integrated pest management: Combine cultural, biological, and chemical control methods to effectively manage powdery mildew. This holistic approach can help reduce the reliance on chemical pesticides",8.27,400.0,0.1084,0.0424,0.0843,0.0661,0.0414,0.0231,0.2167,1.0,1.0,1.0,1.0,0.5541
39,What are the symptoms of powdery mildew in chilli?,chilli,diagnostic,Cerebras — GPT-OSS 120B,I don't have enough information on this topic.,0.85,91,0.0488,0.0,0.0488,0.0134,0.0048,0.0019,0.0292,0.5,0.3,0.25,0.35,0.1911
39,What are the symptoms of powdery mildew in chilli?,chilli,diagnostic,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.7,13,0.0488,0.0,0.0488,0.0134,0.0048,0.0019,0.0292,0.5,0.3,0.25,0.35,0.1911
40,What is the sowing time for sorghum jowar crop?,sorghum,factual,Groq — LLaMA 3.1 8B,"According to the given context, the sowing time for sorghum crop in Manapparai Taluk is recommended to be by the 36th standard week.",0.51,35,0.5294,0.3939,0.4706,0.3188,0.2722,0.2127,0.3033,1.0,0.3,0.5,0.6,0.4895
40,What is the sowing time for sorghum jowar crop?,sorghum,factual,Cohere — Command-R,"The recommended sowing time for sorghum (jowar) crop is by the 36th standard week, as per the information provided. This timing is suggested to avoid soil moisture stress during the 16th Std week. 

For farmers in Manapparai Taluk, it is advisable to procure fresh seeds annually for the hybrid multicut chari variety. The first cutting of sorghum is ready for harvest in approximately 55-65 days after sowing, and subsequent cuttings can be taken at intervals of about 35-40 days. 

In case of a prolonged drought spell (two weeks or more) within 3-5 weeks of sowing, agricultural operations such as interculturing, weeding, hoeing, and mulching should be considered. If sufficient rainfall follows this dry spell, top dressing of fertilizer is recommended. 

Additionally, if the monsoon is withdrawn early, life-saving irrigation should be provided to the crop.",5.43,200.0,0.3696,0.1429,0.2283,0.2308,0.1444,0.0657,0.3938,1.0,1.0,1.0,1.0,0.6321
40,What is the sowing time for sorghum jowar crop?,sorghum,factual,Cerebras — GPT-OSS 120B,"**Sowing time for sorghum (jowar)**  

- **Recommended window:** Sow the sorghum crop **by the 36th standard week**.  
  - In the Indian calendar, the 36th week falls in the **late‑August to early‑September** period.  
  - Sowing earlier than the 16th standard week can expose the crop to soil‑moisture stress, so aim for the 36‑week window to ensure adequate moisture from the retreating monsoon.

**Practical steps to follow after sowing**

| Stage | Action | Details (from the provided context) |
|-------|--------|--------------------------------------|
| **0 – Sowing** | Choose",1.08,400,0.3902,0.1653,0.2764,0.1689,0.0959,0.0505,0.2577,1.0,1.0,1.0,1.0,0.6219
40,What is the sowing time for sorghum jowar crop?,sorghum,factual,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.64,13,0.037,0.0,0.037,0.0045,0.0016,0.0006,0.0226,0.5,0.3,0.25,0.35,0.1871
41,How to manage shoot fly in sorghum?,sorghum,howto,Groq — LLaMA 3.1 8B,"To manage shoot fly in sorghum, follow these steps:

1. **Seed Treatment**: Treat the sorghum seeds with imidacloprid 70 WS at a rate of 10 g/kg of seeds. This will help in controlling the shoot fly infestation.

2. **Seed Pelleting**: Use seeds pelleted with insecticides (similar to sorghum) to control shoot fly.

3. **Ploughing**: Plough the field soon after harvest and remove and destroy the stubbles. This will help in reducing the breeding sites of shoot fly.

4. **TNAU Low Cost Fish Meal Trap**: Set up the TNAU low cost fish meal trap at a rate of 12/ha till the crop is 30 days old. This will help in trapping the adult shoot fly.

5. **Spraying**: If the infestation is severe, spray any one of the following insecticides:
   - Methyl demeton 25 EC

6. **Crop Management**: Maintain one plant per hill and space the rows 45 cm apart with 15 cm between seeds. This will help in reducing the density of the crop and minimizing the shoot fly incidence.

7. **Early Sowing**: Take up early sowing of sorghum immediately after the receipt of South West or North East monsoon to minimize shoot fly incidence.

8. **Increased Seed Rate**: In case of direct seeding, use an increased seed rate up to 12.5 kg/ha.

9. **Remove Side Shoots**: If shootfly attack is there, remove the side shots and retain one healthy shoot.

**Crop Details**:
- Crop Name: Sorghum
- Seed Rate: 10 kg/ha (for inter crop with pulse) or 12.5 kg/ha (for direct seeding)
- Spacing: 15 cm between seeds and 45 cm between rows
- Plant per hill: One plant per hill",1.17,397,0.3539,0.2881,0.3146,0.1788,0.1467,0.1147,0.4468,1.0,1.0,1.0,1.0,0.6538
41,How to manage shoot fly in sorghum?,sorghum,howto,Cohere — Command-R,"To manage shoot fly (Atherigona soccata) in sorghum, you can follow these practical steps:

1. Early Sowing: Take advantage of the South West or North East monsoon and sow sorghum immediately after its onset to minimize shoot fly incidence.

2. Seed Treatment: Treat seeds with insecticides before sowing. You can use imidacloprid 70 WS at a rate of 10 g/kg of seeds. This will help protect the emerging seedlings from shoot fly attacks.

3. Increased Seed Rate: If you are directly seeding, consider increasing the seed rate to 12.5 kg/ha. This higher seed density can help compensate for any potential losses due to shoot fly damage.

4. Plough and Stubble Management: After harvest, plough the field and remove and destroy the stubbles. This practice disrupts the life cycle of the shoot fly and reduces the population for the next season.

5. Trapping: Set up TNAU low-cost fish meal traps at a rate of 12 traps per hectare until the crop is 30 days old. These traps can help monitor and control shoot fly populations.

6. Spraying: Use insecticides such as Methyl demeton 25 EC as a foliar spray to control shoot fly populations. Follow the recommended dosage and application instructions provided by the manufacturer.

7. Intercropping and Spacing: When intercropping sorghum with a pulse crop, maintain a seed rate of 10 kg/ha for sorghum and 10 kg/ha for the pulse crop. For pure sorghum crops, sow seeds with a spacing of 15 cm between seeds in rows that are 45 cm apart. This spacing allows for better growth and reduces the risk of shoot fly damage.

8. Shootfly Attack Management: If shootfly attacks occur, remove the side shoots and retain one healthy shoot per hill. This",9.34,400.0,0.3627,0.2574,0.3147,0.21,0.1563,0.1087,0.4574,1.0,1.0,1.0,1.0,0.6554
41,How to manage shoot fly in sorghum?,sorghum,howto,Cerebras — GPT-OSS 120B,"**Crop:** Sorghum ( *Pennisetum glaucum* )  

**Objective:** Reduce incidence of shoot‑fly (*Atherigona approximata* / *A. soccata*) and protect the young seedlings.

---

### 1. Pre‑planting (field preparation)

| Action | Details |
|--------|---------|
| **Plough & clean the field** | After the previous crop is harvested, plough the field **as soon as possible** and **remove / destroy all stubble**. This eliminates the pupae that develop in the residue. |
| **Timing of sowing** | **Sow immediately after the arrival of the South‑West or North‑East monsoon** (early Kharif). Early sowing shortens the period when shoot‑fly is most active. |
| **Seed rate",0.98,400,0.3158,0.0592,0.1988,0.1463,0.0424,0.0097,0.1895,1.0,1.0,1.0,1.0,0.5893
41,How to manage shoot fly in sorghum?,sorghum,howto,Sarvam AI — Sarvam-105B,"Based on the provided context, here is the practical advice for managing shoot fly in sorghum:

*   **Crop Name:** Sorghum
*   **Disease/Pest:** Shoot fly (*Atherigona approximata*)
*   **Treatment:**
    *   Use seeds pelleted with insecticides.
    *   Treat seeds with imidacloprid 70 WS at 10 g/kg of seeds.
    *   Plough soon after harvest, remove and destroy the stubbles.
    *   Set up the TNAU low cost fish meal trap at 12/ha until the crop is 30 days old.
    *   Spray Methyl demeton 25 EC.
*   **Timing:**
    *   Treat seeds before sowing.
    *   Plough after the previous harvest.
    *   Set up traps until the crop is 30 days old.
    *   Spray as needed if an attack is observed.
*   **Quantities:**
    *   Imidacloprid 70 WS: 10 g per kg of seeds.
    *   TNAU low cost fish meal trap: 12 per hectare.

If you observe a shoot fly attack on the plant, remove the side shoots and retain one healthy shoot.",2.07,278,0.5422,0.3408,0.4089,0.2921,0.219,0.1428,0.5416,1.0,1.0,1.0,1.0,0.7045
42,What are the common pests of banana crop?,banana,factual,Groq — LLaMA 3.1 8B,"Based on the provided context, the common pests of banana crop are:

1. Tea mosquito bug
2. Rhizome weevil
3. Banana aphid

These pests can cause significant damage to the banana crop, and it's essential to monitor their incidence regularly and take necessary measures to control them.",0.68,63,0.431,0.2281,0.3276,0.346,0.2381,0.119,0.2994,1.0,0.7,0.0,0.5667,0.4305
42,What are the common pests of banana crop?,banana,factual,Cohere — Command-R,"The common pests that affect banana crops are:

- Tea mosquito bug: To manage this pest, monitor its incidence regularly.
- Rhizome weevil: Apply carbofuran 3G at 33g per sucker at the time of planting to control this weevil.
- Banana aphid: This pest can be managed by applying one of the following insecticides:
   - Carbofuran 3G at 166g per plant
   - Dimethoate 30EC at a rate of 1.0 ml per liter
   - Methyl demeton 25 EC at a rate of 2.0 ml per liter

It is important to note that the banana aphid is also the vector of the bunchy-top virus disease. To prevent the spread of this disease, use virus-free suckers for planting. Additionally, destroy virus-affected plants by inserting a gelatin capsule containing 200 mg of 2,4-D into the corm or by injecting a solution of 5 ml of 2,4-D (125 gm/liter of water) into the pseudostem.",4.97,238.0,0.4706,0.2009,0.2986,0.3415,0.2334,0.1084,0.4483,1.0,1.0,1.0,1.0,0.6658
42,What are the common pests of banana crop?,banana,factual,Cerebras — GPT-OSS 120B,"**Common banana pests (as mentioned in the provided material)**  

| Pest | Typical damage / symptom | Management tip (from the context) |
|------|--------------------------|-----------------------------------|
| **Banana aphid** – *Pentalonia nigronervosa* | Feeds on the crown and pseudostem; transmits Bunchy‑top virus disease. | Apply one of the following insecticides: <br>• Carbofuran 3 G – 166 g / plant <br>• Dimethoate 30 EC – 1.0 ml / L water <br>• Methyl demeton 25 EC – 2.0 ml / L water. Spray should be directed toward the crown and pseudostem. |
| **Rhizome (root) weevil** | Attacks the underground rhizome, weakening the plant and reducing bunch quality. | Apply or sprinkle Carbofuran 3",1.16,400,0.2981,0.0252,0.1615,0.1429,0.0397,0.009,0.1861,1.0,1.0,1.0,1.0,0.5818
42,What are the common pests of banana crop?,banana,factual,Sarvam AI — Sarvam-105B,"Based on the context provided, the common pests of the banana crop are:

*   **Tea mosquito bug**
*   **Rhizome weevil**
*   **Banana aphid**",0.94,43,0.3182,0.2093,0.2727,0.1452,0.114,0.0486,0.1494,1.0,0.3,0.0,0.4333,0.3153
43,How to manage sigatoka leaf spot in banana?,banana,howto,Groq — LLaMA 3.1 8B,"Based on the provided context, I can offer the following advice for managing Sigatoka leaf spot in banana:

1. **Remove male flowers**: Remove male flowers a week after the opening of the last hand to reduce the spread of the disease.
2. **Propping and covering**: Propping the plants at flowering and covering the peduncle with a flag leaf can help prevent stalk end rot, which can be a consequence of Sigatoka leaf spot.
3. **Covering bunches**: Covering the bunches with banana leaves can help avoid sun scald, which can be a secondary issue in plants affected by Sigatoka leaf spot.
4. **Crop rotation and sanitation**: While not directly mentioned in the provided context, crop rotation and sanitation are essential practices for managing Sigatoka leaf spot. Remove and destroy infected plants, and maintain good hygiene in the plantation.
5. **Foliar spray**: Although not specifically mentioned in the context, a foliar spray of 500 g of Muriate of Potash or Sulphate of Potash dissolved in 100 liters of water can help address potassium deficiency, which can be a contributing factor to Sigatoka leaf spot.

Please note that these are general guidelines based on the provided context, and it is recommended to consult a local expert or conduct further research for specific advice on managing Sigatoka leaf spot in your region.",0.82,282,0.3973,0.3051,0.3636,0.2424,0.2037,0.1684,0.4724,1.0,1.0,0.75,0.9167,0.6335
43,How to manage sigatoka leaf spot in banana?,banana,howto,Cohere — Command-R,"To manage sigatoka leaf spot in banana plants, you can follow these practical steps:

1. Male Flower Removal: About a week after the last hand of flowers opens, remove the male flowers. This helps prevent the spread of the disease and promotes better fruit development.

2. Propping and Protection: Support the plants with props during the flowering stage to ensure stability. Cover the peduncle (flower stalk) with the flag leaf to prevent stalk-end rot. Additionally, cover the banana bunches with banana leaves to protect them from sun scald, which can create entry points for the disease.

3. Trenching System: Implement a trenching system in the field. Dig trenches between alternate rows and cross trenches at every 5th row. This helps with water management and can reduce the risk of disease spread.

4. Training and Lowering Vines: Train the banana vines by providing support every 15-20 days, depending on their growth rate. Under normal cultivation, when the vines reach a height of 3 meters (usually within a year), their vigor decreases, and they need rejuvenation. Lower the vines during March-April to encourage new growth and improve fruit quality.

5. Fertilization: Ensure proper nutrition for the plants. In the case of potassium (K) deficiency, which can lead to poor fruit filling and deformed plants, apply a foliar spray of 500 grams of Muriate of Potash or Sulphate of Potash dissolved in 100 liters of water.

6. Forking and Soil Management: For hill bananas, give four forkings in January, April, July, and October. Remove the outer sheaths to keep the corm inside the soil and protect it from borers. Maintain a balanced clump with two bearing plants and two followers per clump along the contour.

7. Growth Regulators: To improve the grade and quality of the banana bunches, you can",47.66,400.0,0.343,0.1645,0.248,0.1901,0.1293,0.0625,0.4548,1.0,1.0,1.0,1.0,0.6385
43,How to manage sigatoka leaf spot in banana?,banana,howto,Cerebras — GPT-OSS 120B,I don't have enough information on this topic.,0.82,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.5,0.3,0.25,0.35,0.1758
43,How to manage sigatoka leaf spot in banana?,banana,howto,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.56,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.5,0.3,0.25,0.35,0.1758
44,What is the fertilizer schedule for mango?,mango,factual,Groq — LLaMA 3.1 8B,"According to the provided context, the fertilizer schedule for mango is as follows:

**Fertigation Schedule for Mango:**

1. **Nutrient After Harvest (June-Aug):** 25% N, 40% P, 25% K
2. **Pre-flowering (Sept-Oct):** 40% N, 30% P, 20% K
3. **Flowering to Fruit set (Dec-Jan):** 20% N, 20% P, 25% K
4. **Fruiting:** 15% N, 10% P, 30% K

**Fertigation Schedule and Quantity (kg-1 dose-1 acre-1) for UHDP Mango:**

1. **Year 1:**
	* July-Sept: 12 doses, Urea (1.4 kg), H3PO4 (0.5 kg), MOP (0.8 kg), MgSO4 (0 kg)
	* Jan-May: 20 doses, Urea (1.7 kg), H3PO4 (0.6 kg), MOP (0.9 kg), MgSO4 (0 kg)
2. **Year 2:**
	* July-Sept: 12 doses, Urea (2.7 kg), H3PO4 (1.2 kg), MOP (2.3 kg), MgSO4 (0.278 kg)
	* Jan-May: 20 doses, Urea (1.6 kg), H3PO4 (0.7 kg), MOP (1.4 kg), MgSO4 (0.167 kg)
3. **Year 3:**
	* June-Aug: 12 doses, Urea (4.5 kg), H3PO4 (2.3 kg), MOP (3.5 kg), MgSO4 (0.555 kg)

Please note that these schedules are",1.09,400,0.3849,0.1673,0.2491,0.3301,0.2044,0.0865,0.4718,1.0,1.0,1.0,1.0,0.6491
44,What is the fertilizer schedule for mango?,mango,factual,Cohere — Command-R,"For mango cultivation, the fertilizer schedule is as follows:

**Fertigation Schedule for Mango:**

- After Harvest (June-August): Apply 25% of the total nitrogen (N), 40% of phosphorus (P), and 25% of potassium (K).
- Pre-Flowering (September-October): Increase the dosage to 40% N, 30% P, and 20% K.
- Flowering to Fruit Set (December-January): Reduce the N to 20%, maintain 20% P, and increase K to 25%.
- Fruiting (February-March): Apply the remaining 15% N, 10% P, and 30% K.

The above percentages represent the minimum recommended doses for each stage.

**Fertigation Technology under High-Density Plantation (HDP):**

- Apply the fertilizers through fertigation technology at the specified intervals.
- For UHDP Mango (Ultra-High-Density Plantation), the fertigation schedule and quantities are provided on a weekly basis.

**Fertigation Schedule for UHDP Mango (per acre per dose):**

- Year 1 (July-September): Apply 12 doses with 1.4 kg urea, 0.5 kg H3PO4, 0.8 kg MOP, and 0.000 kg MgSO4.
- Year 1 (January-May): Apply 20 doses with 1.7 kg urea, 0.6 kg H3PO4, 0.9 kg MOP, and 0.000 kg MgSO4.
- Year 2 (July-September): Apply 12 doses with 2.7 kg urea, 1.2 kg H3PO4, 2.3 kg",8.77,400.0,0.4184,0.1286,0.2057,0.3827,0.2203,0.0599,0.4554,1.0,1.0,1.0,1.0,0.6424
44,What is the fertilizer schedule for mango?,mango,factual,Cerebras — GPT-OSS 120B,"**Mango – Fertiliser (Fertigation) Schedule**

Below is the practical fertigation plan taken directly from the Horticulture manual. It is written for a mango orchard under the **UHDP (Ultra‑High Density Planting) / HDP** system and is expressed per **acre** (1 acre ≈ 0.4 ha). Adjust the quantities proportionally if you are planting on a different area.

---

### 1. Stage‑wise Nutrient Split (total nutrients for the whole crop cycle)

| Growth stage | Calendar period | % of total N | % of total P₂O₅ | % of total K₂O |
|--------------|----------------|--------------|----------------|",0.85,400,0.3019,0.0127,0.1761,0.2252,0.0387,0.0096,0.1476,1.0,1.0,0.5,0.8333,0.496
44,What is the fertilizer schedule for mango?,mango,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, here is the fertilizer schedule for mango:

**Fertigation Schedule for Mango (Standard Method)**

This schedule divides the total annual fertilizer requirement into stages based on the crop's growth cycle.

*   **Total Annual Requirement (per acre):**
    *   **Nitrogen (N):** 100 kg
    *   **Phosphorus (P):** 100 kg
    *   **Potassium (K):** 100 kg

*   **Application Stages & Proportions:**
    *   **After Harvest (June - Aug):**
        *   **Nitrogen (N):** 25% of total (25 kg)
        *   **Phosphorus (P):** 40% of total (40 kg)
        *   **Potassium (K):** 25% of total (25 kg)
    *   **Pre-flowering (Sept - Oct):**
        *   **Nitrogen (N):** 40% of total (40 kg)
        *   **Phosphorus (P):** 30% of total (30 kg)
        *   **Potassium (K):** 20% of total (20 kg)
    *   **Flowering to Fruit Set (Dec - Jan):**
        *   **Nitrogen (N):** 20% of total (20 kg)
        *   **Phosphorus (P):** 20% of total (20 kg)
        *   **Potassium (K):** 25% of total (25 kg)
    *   **Fruiting:**
        *   **Nitrogen (N):** 15% of total (15 kg)
        *   **Phosphorus (P):**",2.69,400,0.4818,0.2018,0.3364,0.2618,0.1389,0.0467,0.3483,1.0,1.0,1.0,1.0,0.6517
45,How much water does sugarcane need per irrigation?,sugarcane,factual,Groq — LLaMA 3.1 8B,"Based on the provided context, the drip irrigation discharge for sugarcane is 2.2 litres per hour. However, the context does not specify the total water requirement per irrigation. But we can calculate the total water requirement per irrigation based on the given schedule:

- April-June: 120 minutes * 2.2 litres/hour = 264 litres
- July-Aug: 100 minutes * 2.2 litres/hour = 220 litres
- Sept-Oct: 80 minutes * 2.2 litres/hour = 176 litres
- Nov-Dec: 60 minutes * 2.2 litres/hour = 132 litres

To provide a general answer, the water requirement per irrigation for sugarcane can be estimated to be around 200-300 litres per irrigation, considering the dripper discharge of 2.2 litres per hour and the given schedule. However, this is an approximate value and may vary based on other factors like soil type, climate, and crop growth.",0.72,206,0.4833,0.2185,0.2667,0.4091,0.2687,0.1252,0.334,1.0,1.0,1.0,1.0,0.6512
45,How much water does sugarcane need per irrigation?,sugarcane,factual,Cohere — Command-R,"For sugarcane, the drip irrigation system with a dripper discharge of 2.2 litres per hour is recommended. The irrigation schedule varies depending on the month:

- April to June: 120 minutes of irrigation every third day.
- July to August: 100 minutes of irrigation every third day.
- September to October: 80 minutes of irrigation every third day.
- November to December: 60 minutes of irrigation every month.

Additionally, during the rainy season, excess water should be drained to prevent flooding. In winter (November to January), irrigation is required at monthly intervals. To protect the crop from frost, two additional irrigations are recommended: one around mid-December and another in the first week of January.

Regarding water quantity per irrigation, the drip system with the specified discharge rate and spacing will provide the necessary water for the sugarcane crop. The lateral pipes placed 20 cm deep and 150 cm apart, with dripper spacing of 30 cm, ensure an efficient and targeted water application.

It is important to note that the water requirements may vary based on local conditions and the specific growth stage of the sugarcane. Regular monitoring and adjustment of the irrigation schedule can help optimize water usage and crop health.",16.48,265.0,0.4161,0.1351,0.2953,0.2751,0.1737,0.0848,0.3039,1.0,1.0,1.0,1.0,0.6375
45,How much water does sugarcane need per irrigation?,sugarcane,factual,Cerebras — GPT-OSS 120B,"**Water requirement per drip‑irrigation event (per dripper)**  

| Season (month‑range) | Irrigation interval | Time of irrigation (minutes) | Dripper discharge | Water applied per dripper per irrigation |
|----------------------|---------------------|------------------------------|-------------------|-------------------------------------------|
| April – June        | Every 3 days        | 120 min                      | 2.2 L h⁻¹          | **4.4 L** (2.2 L h⁻¹ × 120 min ÷ 60) |
| July – August       | Every 3 days        | 100",0.74,400,0.4371,0.1208,0.2517,0.1494,0.0541,0.0113,0.1233,0.5,0.7,1.0,0.7333,0.4695
